BillID,Year,Major,MajorText,Party,PassH,PassS,Description,Description_CBP,DW1,DW1_NA,Chamber,BillNum,BillType,Cong,Minor,MultNo,PLaw,ReportH,ReportS,Veto,ComC,CumHServ,MRef,NameFull,Postal,State
87-S-2031,1961,12,Social Welfare,Democrat,0,0,"A bill to exempt from coverage under the old-age, survivors, and disability insurance program self-employed individuals who hold certain religious beliefs.","A bill to exempt from coverage under the old-age, survivors, and disability insurance program self-employed individuals who hold certain religious beliefs.",-0.655,-0.655,Senate,2031,S,87,1303.0,1.0,0,0,0,0,0.0,0.0,0,"Clark, Joseph",PA,14
101-S-2324,1990,7,Environment,Democrat,0,0,"A bill to amend the hazardous Liquid Pipeline Safety Act of 1979 to require the Secretary of Transportation to promulgate regulations to ensure the safety of underwater pipelines, and for other purposes.","A bill to amend the hazardous Liquid Pipeline Safety Act of 1979 to require the Secretary of Transportation to promulgate regulations to ensure the safety of underwater pipelines, and for other purposes.",-0.37,-0.37,Senate,2324,S,101,701.0,1.0,0,0,0,0,0.0,0.0,0,William Bradley,NJ,12
90-S-1246,1967,19,Government Operations,Democrat,0,1,"A bill to authorize the Commissioner of the District of Columbia to enter into leases for the rental of, or to use or permit the use of, public space in, on, over, and under the streets and alleys under his jurisdiction, other than freeways, and for other","A bill to authorize the Commissioner of the District of Columbia to enter into leases for the rental of, or to use or permit the use of, public space in, on, over, and under the streets and alleys under his jurisdiction, other than freeways, and for other",-0.42,-0.42,Senate,1246,S,90,2014.0,1.0,0,0,1,0,0.0,0.0,0,"Tydings, Josep",MD,52
87-HR-366,1961,6,Education,Democrat,0,0,"To provide a 30-percent credit against the Federal individual income tax for amounts paid as tuition or fees to certain public and private institutions of higher education, and for other purposes","To provide a 30-percent credit against the Federal individual income tax for amounts paid as tuition or fees to certain public and private institutions of higher education, and for other purposes",-0.238,-0.238,House,366,HR,87,601.0,1.0,0,0,0,0,0.0,6.0,1,"Green, Edith S.",OR,72
101-S-150,1989,15,Defense,Democrat,0,0,A bill to authorize the transportation of motor vehicles owned by Federal employees on Johnson Island to their families in Hawaii.,A bill to authorize the transportation of motor vehicles owned by Federal employees on Johnson Island to their families in Hawaii.,-0.339,-0.339,Senate,150,S,101,1608.0,1.0,0,0,0,0,0.0,0.0,0,Daniel Inouye,HI,82
99-HR-1824,1985,15,Defense,Democrat,0,0,"A bill to amend title 10, United States Code, in order to provide for certain cost savings related to commissaries, movement of household effects of military personnel, the closing or realignment of military installations, and military aircraft fuel conservation.","A bill to amend title 10, United States Code, in order to provide for certain cost savings related to commissaries, movement of household effects of military personnel, the closing or realignment of military installations, and military aircraft fuel conservation.",-0.314,-0.314,House,1824,HR,99,1600.0,1.0,0,0,0,0,0.0,3574.0,0,Donald Pease,OH,24
93-HR-5472,1973,19,Government Operations,Democrat,0,0,"A bill to restrict the activities of certain Federal employees and officers, to provide private remedies to implement these restrictions, and to facilitate the enforcement of existing conflict of interest statutes.","A bill to restrict the activities of certain Federal employees and officers, to provide private remedies to implement these restrictions, and to facilitate the enforcement of existing conflict of interest statutes.",-0.568,-0.568,House,5472,HR,93,2004.0,1.0,0,0,0,0,0.0,716.0,0,Benjamin Rosenthal,NY,13
107-HR-4965,2002,2,"Civil Rights, Minority Issues, and Civil Liberties",Republican,1,0,To prohibit the procedure commonly known as partial-birth abortion.,To prohibit the procedure commonly known as partial-birth abortion.,0.784,0.784,House,4965,HR,107,207.0,2.0,0,1,0,0,0.0,2879.0,1,Steve Chabot,OH,24
95-HR-9011,1977,15,Defense,Republican,0,0,"A bill to amend sections 1662 and 1663 of title 38, United States Code, in order to provide for a conditional extension of the delimiting period for receiving educational assistance in the case of certain Vietnam era veterans, and to improve counseling for certain veterans.","A bill to amend sections 1662 and 1663 of title 38, United States Code, in order to provide for a conditional extension of the delimiting period for receiving educational assistance in the case of certain Vietnam era veterans, and to improve counseling for certain veterans.",0.223,0.223,House,9011,HR,95,1608.0,1.0,0,0,0,0,0.0,2111.0,1,John Hammerschmidt,AR,42
101-HR-3805,1989,19,Government Operations,Democrat,0,0,"To amend title 39, United States Code, to establish a civil penalty for mailing sexually-oriented advertisements to individuals included on the Postal Service's list of persons who have indicated a desire not to receive any such mailings, and for other purposes.","To amend title 39, United States Code, to establish a civil penalty for mailing sexually-oriented advertisements to individuals included on the Postal Service's list of persons who have indicated a desire not to receive any such mailings, and for other purposes.",-0.342,-0.342,House,3805,HR,101,2003.0,1.0,0,0,0,0,0.0,2855.0,0,Francis McCloskey,IN,22
98-HR-4578,1983,11,"Law, Crime, and Family Issues",Republican,0,0,"A bill to amend section 844 of title 18, United States Code, to impose the death penalty for maliciously damaging the United States Capitol by means of fire or explosive.","A bill to amend section 844 of title 18, United States Code, to impose the death penalty for maliciously damaging the United States Capitol by means of fire or explosive.",0.218,0.218,House,4578,HR,98,1210.0,1.0,0,0,0,0,0.0,4300.0,0,Don Young,AK,81
104-HR-2023,1995,20,Public Lands and Water Management,Republican,0,0,"To provide for a land exchange between the Ironton Country Club of Ironton, Ohio, and the Secretary of Agriculture involving Wayne National Forest.","To provide for a land exchange between the Ironton Country Club of Ironton, Ohio, and the Secretary of Agriculture involving Wayne National Forest.",0.447,0.447,House,2023,HR,104,2103.0,1.0,0,1,0,0,0.0,639.0,0,Frank Cremeans,OH,24
86-S-3411,1960,11,"Law, Crime, and Family Issues",Democrat,0,0,A bill to make voluntary admissions and confessions admissible in criminal proceedings and prosecutions in the courts of the United States and the District of Columbia.,A bill to make voluntary admissions and confessions admissible in criminal proceedings and prosecutions in the courts of the United States and the District of Columbia.,0.132,0.132,Senate,3411,S,86,1204.0,1.0,0,0,0,0,0.0,2000.0,1,"Ervin, Samuel",NC,47
102-S-2731,1992,3,Health,Republican,0,0,"A bill to amend the Internal Revenue Code of 1986 to make deduction for health insurance costs of self-employed individuals permanent, and to provide for a phased-in increase in the deductible amount of health insurance costs from 25 to 100 percent.","A bill to amend the Internal Revenue Code of 1986 to make deduction for health insurance costs of self-employed individuals permanent, and to provide for a phased-in increase in the deductible amount of health insurance costs from 25 to 100 percent.",0.326,0.326,Senate,2731,S,102,302.0,1.0,0,0,0,0,0.0,0.0,1,Robert Dole,KS,32
107-S-2046,2002,3,Health,Republican,0,0,A bill to amend the Public Health Service Act to authorize loan guarantees for rural health facilities to buy new and repair existing infrastructure and technology.,A bill to amend the Public Health Service Act to authorize loan guarantees for rural health facilities to buy new and repair existing infrastructure and technology.,0.495,0.495,Senate,2046,S,107,322.0,1.0,0,0,0,0,0.0,3583.0,0,Larry Craig,ID,63
88-S-2255,1963,20,Public Lands and Water Management,Democrat,0,0,"A bill to authorize the disposition of certain property at Hot Springs National Park, in the State of Arkansas, and for other purposes.","A bill to authorize the disposition of certain property at Hot Springs National Park, in the State of Arkansas, and for other purposes.",-0.124,-0.124,Senate,2255,S,88,2103.0,1.0,0,0,0,0,0.0,0.0,1,"BIBLE, ALAN HARVEY",NV,65
92-S-3342,1972,7,Environment,Democrat,0,0,"A bill to amend title IV of the Clean Air Act, and for other purposes","A bill to amend title IV of the Clean Air Act, and for other purposes",-0.392,-0.392,Senate,3342,S,92,705.0,1.0,0,0,1,0,0.0,5999.0,1,"TUNNEY, JOHN V.",CA,71
97-S-1620,1981,14,"Banking, Finance, and Domestic Commerce",Republican,0,0,A bill to amend section 8 (a)(1) of the Small Business Act.,A bill to amend section 8 (a)(1) of the Small Business Act.,-0.03,-0.03,Senate,1620,S,97,1521.0,1.0,0,0,1,0,1.0,0.0,1,Lowell Weicker,CT,1
102-HR-1453,1991,17,Foreign Trade,Democrat,0,0,Requiring the Secretary of Commerce to issue an annual report on the support of other countries for foreign boycotts imposed against countries friendly to the United States or against United States persons.,Requiring the Secretary of Commerce to issue an annual report on the support of other countries for foreign boycotts imposed against countries friendly to the United States or against United States persons.,-0.274,-0.274,House,1453,HR,102,1803.0,2.0,0,0,0,0,0.0,3567.0,0,Robert Torricelli,NJ,12
113-HR-4231,2014,18,International Affairs and Foreign Aid,Republican,0,0,To prohibit United States assistance to the East-West Center.,To prohibit United States assistance to the East-West Center.,0.67,0.67,House,4231,HR,113,1921.0,1.0,0,0,0,0,0.0,7304.0,1,Matt Salmon,AZ,61
92-HR-9347,1971,19,Government Operations,Republican,0,0,To provide a temporary program for the sharing of Federal revenues with States and communities to provide for a tax credit designed to encourage States to increase certain aspects of their revenue efforts and to provide for the collection of State and local income taxes by the Federal Government,To provide a temporary program for the sharing of Federal revenues with States and communities to provide for a tax credit designed to encourage States to increase certain aspects of their revenue efforts and to provide for the collection of State and local income taxes by the Federal Government,0.19,0.19,House,9347,HR,92,2001.0,1.0,0,0,0,0,0.0,4.0,1,"Pettis, Jerry L.",CA,71
80-HR-7106,1948,10,Transportation,Republican,0,0,"To amend the act entitled An act to create the Inland Waterways Corporation for the purpose of carrying out the mandate and purpose of Congress as expressed fn sections 201 and 500 of the Transportation Act, and for other purposes, approved June 3, 1924","To amend the act entitled An act to create the Inland Waterways Corporation for the purpose of carrying out the mandate and purpose of Congress as expressed fn sections 201 and 500 of the Transportation Act, and for other purposes, approved June 3, 1924",0.383,0.383,House,7106,HR,80,1007.0,1.0,0,0,0,0,0.0,0.0,1,"Reeves, Albert L. Jr.",MO,34
102-S-2290,1992,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,A bill to require public disclosure of examination reports of certain failed depository institutions.,A bill to require public disclosure of examination reports of certain failed depository institutions.,-0.366,-0.366,Senate,2290,S,102,1501.0,1.0,0,0,0,0,0.0,4295.0,1,Timothy Wirth,CO,62
81-S-3129,1950,20,Public Lands and Water Management,Republican,1,1,"A bill to authorize the sale of inherited interests in certain allotted land under the jurisdiction of the Rosebud Indian Agency, S. Dak","A bill to authorize the sale of inherited interests in certain allotted land under the jurisdiction of the Rosebud Indian Agency, S. Dak",0.598,0.598,Senate,3129,S,81,2102.0,1.0,1,1,1,0,0.0,0.0,1,"Butler, Hugh A",NE,35
83-HR-8045,1954,20,Public Lands and Water Management,Republican,0,0,"To direct the Secretary of the Army to convey certain land located in Windsor Locks, Conn., to the State of Connecticut","To direct the Secretary of the Army to convey certain land located in Windsor Locks, Conn., to the State of Connecticut",0.173,0.173,House,8045,HR,83,2103.0,1.0,0,1,0,0,0.0,6.0,1,"Sadlak, Antoni N.",CT,1
80-HR-1426,1947,15,Defense,Republican,1,1,To extend veterans preference benefits to widowed mothers of certain exservicemen,To extend veterans preference benefits to widowed mothers of certain exservicemen,0.139,0.139,House,1426,HR,80,1608.0,1.0,1,1,0,0,1.0,21.583,1,"Rogers, Edith Nourse",MA,3
96-HR-4681,1979,20,Public Lands and Water Management,Republican,0,0,"A bill to authorize the Secretary of the Interior to convey certain lands in Mesa County, Colorado to Ute Water Conservancy District, and for other purposes.","A bill to authorize the Secretary of the Interior to convey certain lands in Mesa County, Colorado to Ute Water Conservancy District, and for other purposes.",0.118,0.118,House,4681,HR,96,2103.0,1.0,0,0,0,0,0.0,2904.0,1,James Johnson,CO,62
110-HR-3513,2007,20,Public Lands and Water Management,Democrat,1,0,"To amend the Oregon Wilderness Act of 1984 to designate the Copper Salmon Wilderness and to amend the Wild and Scenic Rivers Act to designate segments of the North and South Forks of the Elk River in the State of Oregon as wild or scenic rivers, and for other purposes.","To amend the Oregon Wilderness Act of 1984 to designate the Copper Salmon Wilderness and to amend the Wild and Scenic Rivers Act to designate segments of the North and South Forks of the Elk River in the State of Oregon as wild or scenic rivers, and for other purposes.",-0.525,-0.525,House,3513,HR,110,2103.0,1.0,0,1,0,0,0.0,8033.0,1,Peter DeFazio,OR,72
