BillID,Year,Major,MajorText,Party,PassH,PassS,Description,DW1,Chamber,Postal,IntrDate
93-HR-11885,1973,8,Energy,Democrat,0,0,"A bill to direct the President to take action to assure, through energy conservation, rationing, and other means, that the essential energy needs of the United States are met, and for other purposes.",-0.549,House,TX,1973-12-11
93-HR-5149,1973,15,Defense,Republican,0,0,"A bill to amend title 38 of the United States Code to deem certain prisoners of war to be permanently and totally disabled for purpose of receiving wartime disability compensation, and for other purposes.",0.216,House,NM,1973-03-05
85-HR-11058,1958,4,Agriculture,Democrat,1,1,To amend section 313 (g) of the Agricultural Adjustment Act of 1938. as amended. relating to tobacco acreage allotments.,-0.119,House,KY,
82-S-2780,1952,20,Public Lands and Water Management,Republican,0,0,A bill to transfer the administration of health services for Indians and the operation of Indian hospitals to the United States Public Health Service,0.174,Senate,MN,
84-HR-2126,1955,20,Public Lands and Water Management,Democrat,1,1,"To amend the act of July 3, 1952. relating to research in the development and utilization of saline waters",-0.227,House,CA,
110-HR-4538,2007,17,Foreign Trade,Republican,0,0,"To suspend temporarily the duty on Y3-4,5-dihydro-isoxazol-3-yl)-4-methylsulfonyl-2-methylpheny l?(5-hydroxy-1-methyl-1H-pyrazole-4-yl) methanone.",0.525,House,AL,2007-12-13
85-HR-2772,1957,12,Social Welfare,Republican,0,0,To create a distinguished decoration to be known as the Washington Order of Merit.,0.429,House,IL,
99-HR-5497,1986,4,Agriculture,Democrat,0,0,"A bill to amend the Farm Credit Act of 1971 to provide the opportunity for competitive interest rates for farmers, ranchers, and cooperative borrowers of the Farm Credit System, and for other purposes.",-0.27,House,TN,1986-09-10
94-HR-8869,1975,20,Public Lands and Water Management,Democrat,0,0,"A bill to amend the Land and Water Conservation Fund Act of 1965, as amended, and to amend the act of October 15, 1966, to establish a program for the preservation of additional historic properties throughout the Nation, as amended.",-0.364,House,WI,1975-07-24
94-S-3013,1976,19,Government Operations,Republican,0,0,A bill to amend the Federal Advisory Committee Act.,0.051,Senate,IL,1976-02-23
93-HR-17265,1974,18,International Affairs and Foreign Aid,Republican,0,0,A bill to improve world food production.,0.158,House,IL,1974-10-10
104-HR-3510,1996,5,Labor and Employment,Democrat,0,0,"To provide additional pension security for spouses and former spouses, and for other purposes.",-0.456,House,OR,1996-05-22
81-S-1803,1949,15,Defense,Republican,0,1,"A bill to authorize the attendance of the United States Marine Band at the Twenty-third Annual Convention of the Reserve Officers Association of the United States, to be held in Grand Rapids, Mich., July 27 through July 30, 1919",0.233,Senate,MI,
92-HR-16078,1972,11,"Law, Crime, and Family Issues",Democrat,0,0,To amend the Omnibus Crime Control and Safe Streets Act of 1968 to enable units of general local govrnment to increase the number of police,-0.29,House,MA,
110-HR-2770,2007,3,Health,Democrat,0,0,To amend title XVIII of the Social Security Act to ensure more appropriate payment amounts for drugs and biologicals under part B of the Medicare Program by excluding customary prompt pay discounts extended to wholesalers from the manufacturer's average sales price.,-0.485,House,NY,2007-06-19
94-HR-15531,1976,11,"Law, Crime, and Family Issues",Democrat,1,1,A bill to permit the use of unsworn declarations under penalty of perjury as evidence in Federal proceedings.,-0.442,House,CA,1976-09-13
89-HR-10498,1965,19,Government Operations,Democrat,0,0,"To authorize additional GS-16, GS-17 and GS-18 positions for use in agencies or functions created or substantially expanded after June 30, 1965",-0.26,House,MD,
81-HR-5877,1949,13,Community Development and Housing Issues,Democrat,0,0,"To provide for direct Federal loans to meet the housing needs of moderate income families, to provide liberalized credit to reduce the cost of housing for such families, and for other purposes",-0.361,House,MO,
113-HR-3539,2013,11,"Law, Crime, and Family Issues",Republican,0,0,To amend title X of the Public Health Service Act with respect to adoption and other pregnancy options counseling.,0.743,House,MO,2013-11-19
84-HR-599,1955,19,Government Operations,Democrat,0,0,To indemnify drivers of motor vehicles of the postal service against liability for damages arising out of the operation of such vehicles in tine performance of official duties,-0.306,House,WI,
97-HR-5433,1982,13,Community Development and Housing Issues,Democrat,0,0,A bill to amend the United States Housing Act of 1937 in order to provide public housing agencies more flexibility in the use of funds allocated to them.,-0.371,House,IL,1982-02-03
91-HR-11046,1969,12,Social Welfare,Republican,0,0,"To amend title II of the Social Security Act to increase from $1,680 to $3,600 the annual amount individuals are permitted to earn without suffering deductions from the insurance benefits payable to them under such title",0.18,House,KS,
106-HR-4042,2000,3,Health,Democrat,0,0,"To amend the Federal Food, Drug, Cosmetic Act to clarify the jurisdiction of the Food and Drug Administration over tobacco.",-0.472,House,CA,2000-03-21
98-HR-5333,1984,19,Government Operations,Democrat,0,0,A bill to terminate certain authorities of the executive branch of the Government which are subject to congressional review unless those authorities are approved by an enactment of the Congress.,-0.053,House,GA,1984-04-03
86-HR-818,1959,20,Public Lands and Water Management,Democrat,0,0,"To authorize the Secretary of the Interior to construct, operate, and maintain the Auburn unit, American River division, Central Valley project, California, under Federal reclamation laws",-0.355,House,CA,
104-HR-3557,1996,20,Public Lands and Water Management,Democrat,1,0,To direct the Secretary of the Interior to convey the Marion National Fish Hatchery to the State of Alabama.,-0.564,House,AL,1996-05-30
84-HR-6997,1955,5,Labor and Employment,Republican,1,0,"To include persons engaged in carrying out the provisions of labor laws of the United States within the provisions of sections 111 and 1114 of title 18 of the United States Code, relating to assaults and homicides",0.395,House,VA,
105-HR-1298,1997,18,International Affairs and Foreign Aid,Democrat,0,0,"To record place of birth as Jerusalem, Israel, for purposes of United States passports.",-0.385,House,NY,1997-04-10
95-HR-7200,1977,12,Social Welfare,Democrat,1,0,"A bill to amend the social Security Act to make needed improvements in the programs of supplemental security income benefits, aid to families with dependent children, child welfare services, and social services.",-0.569,House,CA,1977-05-16
103-HR-4836,1994,10,Transportation,Democrat,0,0,To authorize the Secretary of Transportation to issue a certificate of documentation with appropriate endorsement for employment in the coastwise trade for the vessel MARANATHA.,-0.404,House,MA,1994-07-26
101-S-2017,1990,18,International Affairs and Foreign Aid,Republican,1,1,A bill to provide a permanent endowment for the Eisenhower Exchange Fellowship Program.,0.32,Senate,KS,1990-01-23
107-S-2781,2002,8,Energy,Democrat,0,0,A bill to amend the Petroleum Marketing Practices Act to extend certain protections to franchised refiners or distributors of lubricating oil.,-0.332,Senate,NV,2002-07-24
96-S-791,1979,20,Public Lands and Water Management,Democrat,0,0,"A bill to establish the true location of a portion of the northerly boundary of the Angeles National Forest in Los Angeles County, California on the common line between section 16 and 17, township 4 N., range 10 W., San Bernardino meridian, and to establish the center quarter of said section 16.",-0.4,Senate,CA,1979-03-27
96-HR-3426,1979,5,Labor and Employment,Democrat,0,0,A bill to amend the Federal Mine Safety and Health Act of 1977 to provide that stone mine operators and sand and gravel mine operators shall not be subject to the requirements of such Act.,-0.337,House,WA,1979-04-04
85-S-1911,1957,11,"Law, Crime, and Family Issues",Democrat,0,0,A bill to authorize the United States Court of Claims by its rules to create and to prescribe the functions and duties of trial and appellate divisions.,0.12,Senate,NC,
97-HR-5940,1982,15,Defense,Democrat,0,0,A bill to amend the Military Selective Service Act to reduce to $200 the maximum penalty applicable to persons who fail to register under that Act during any period when there is no authority to induct persons into the Armed Forces and provide that such penalty shall be imposed through an administrative proceeding.,-0.327,House,WI,1982-03-24
94-S-3725,1976,20,Public Lands and Water Management,Republican,0,0,"A bill to provide increased flood protection in the vicinity of Santa Fe, New Mexico.",0.205,Senate,NM,1976-08-04
85-HR-11663,1958,15,Defense,Democrat,0,0,"To amend the act of September 2 1957, to provide that benefits under that act will be payable on account of certain advancements in rank occurring prior to July 1, 1932",0.005,House,FL,
97-HR-6553,1982,11,"Law, Crime, and Family Issues",Democrat,0,0,"A bill to amend title 18 of the United States Code to provide a more stringent penalty for certain willful destruction, alteration, or abuse of equipment and other resources vital to the operation of the Federal social security system.",-0.12,House,MO,1982-06-09
111-HR-5563,2010,15,Defense,Democrat,0,0,"To amend the Homeland Security Act of 2002 to require annual risk assessments for purposes of the State Homeland Security Grant Program, and to require that risk assessments conducted for purposes of the Urban Area Security Initiative be conducted jointly with appropriate eligible metropolitan area officials.",-0.24,House,NV,2010-06-21
