ID,MajorLLM,MajorTextLLM,ConfidenceLLM,ExplanationLLM,InputTokens,OutputTokens
23493,17,Foreign Trade,0.95,"The bill pertains to extending nondiscriminatory treatment to the products of the Peoples' Republic of Hungary, which directly relates to foreign trade policies.",261,52
23494,17,Foreign Trade,0.95,,1620,18
23495,17,Foreign Trade,0.95,,1532,18
23496,17,Foreign Trade,0.95,,1651,18
23497,20,Public Lands and Water Management,0.95,,235,6
23498,20,Public Lands and Water Management,0.85,,238,19
23499,20,Public Lands and Water Management,0.85,,245,19
23500,20,Public Lands and Water Management,0.85,,257,19
23501,20,Public Lands and Water Management,0.95,,252,19
23502,20,Public Lands and Water Management,0.85,,254,19
23503,20,Public Lands and Water Management,0.90,"The bill focuses on conducting a study of historic military forts in a specific state, which falls under the category of Public Lands and Water Management.",256,52
23504,20,Public Lands and Water Management,0.90,"The bill focuses on directing the Secretary of the Interior to study historic military forts in New Mexico, which falls under public lands and water management.",265,52
23505,20,Public Lands and Water Management,0.85,"The bill focuses on conducting a study of historic military forts in a specific state, which falls under the category of Public Lands and Water Management.",261,52
23506,15,Defense,0.90,,1617,15
23507,15,Defense,0.95,,1529,15
23508,20,Public Lands and Water Management,0.90,,1648,15
23509,20,Public Lands and Water Management,0.85,,237,6
23510,20,Public Lands and Water Management,0.85,,239,18
23511,20,Public Lands and Water Management,0.85,,246,18
23512,20,Public Lands and Water Management,0.85,,258,18
23513,20,Public Lands and Water Management,0.95,,253,18
23514,20,Public Lands and Water Management,0.95,,255,18
23515,20,Public Lands and Water Management,0.95,"The bill involves the study of historic military forts, which pertains to the management and preservation of public lands and historical sites.",257,47
23516,20,Public Lands and Water Management,0.85,"The bill involves the Secretary of the Interior conducting a study of historic military forts, which falls under the management and preservation of public lands and historical sites.",265,53
23517,20,Public Lands and Water Management,0.95,"The bill involves directing the Secretary of the Interior to conduct a study of historic military forts, which falls under the management and preservation of public lands and historical sites.",262,55
23518,20,Public Lands and Water Management,0.89,,1621,18
23519,20,Public Lands and Water Management,0.90,,1533,18
23520,20,Public Lands and Water Management,0.93,,1652,18
23521,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,245,6
23522,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,248,19
23523,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,255,19
23524,2,"Civil Rights, Minority Issues, and Civil Liberties",0.85,,267,19
23525,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,262,19
23526,2,"Civil Rights, Minority Issues, and Civil Liberties",0.85,,264,19
23527,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,"The bill addresses civil rights issues by prohibiting economic coercion based on factors such as religion, race, and national origin.",266,47
23528,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,The bill addresses civil rights issues by prohibiting economic coercion based on protected characteristics.,275,39
23529,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,The bill addresses civil rights issues by prohibiting economic coercion based on protected characteristics.,271,39
23530,2,"Civil Rights, Minority Issues, and Civil Liberties",0.98,,1627,15
23531,2,"Civil Rights, Minority Issues, and Civil Liberties",0.98,,1539,15
23532,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,1658,15
23533,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,248,6
23534,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,250,18
23535,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,257,18
23536,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,269,18
23537,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,264,18
23538,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,266,18
23539,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,"The bill aims to prohibit economic coercion based on personal characteristics such as religion, race, and sex, which directly relates to civil rights and minority issues.",268,54
23540,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,"The bill aims to prohibit economic coercion based on religion, race, national origin, sex, or other factors, which directly relates to civil rights and minority issues.",276,56
23541,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,"The bill aims to prohibit economic coercion based on religion, race, national origin, sex, or other factors, which directly relates to civil rights and minority issues.",273,56
23542,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,1632,18
23543,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,1544,18
23544,2,"Civil Rights, Minority Issues, and Civil Liberties",0.95,,1663,18
23545,12,Social Welfare,0.90,,238,6
23546,12,Social Welfare,0.85,,241,19
23547,12,Social Welfare,0.85,,248,19
23548,12,Social Welfare,0.85,,260,19
23549,12,Social Welfare,0.85,,255,19
23550,12,Social Welfare,0.85,,257,19
23551,12,Social Welfare,0.85,"The bill focuses on providing services for birthparents who have placed a child for adoption, which falls under social welfare issues.",259,48
23552,12,Social Welfare,0.90,"This bill focuses on providing services for birthparents who have placed a child for adoption, which falls under social welfare issues.",268,48
23553,12,Social Welfare,0.85,"The bill focuses on providing services for birthparents who have placed a child for adoption, which falls under social welfare issues.",264,48
23554,12,Social Welfare,0.98,,1620,15
23555,12,Social Welfare,0.98,,1532,15
23556,12,Social Welfare,0.92,,1651,15
23557,11,"Law, Crime, and Family Issues",0.85,,241,6
23558,11,"Law, Crime, and Family Issues",0.85,,243,18
23559,11,"Law, Crime, and Family Issues",0.85,,250,18
23560,11,"Law, Crime, and Family Issues",0.85,,262,18
23561,11,"Law, Crime, and Family Issues",0.85,,257,18
23562,11,"Law, Crime, and Family Issues",0.85,,259,18
23563,11,"Law, Crime, and Family Issues",0.85,"The bill pertains to providing services for birthparents who have placed a child for adoption, which falls under family issues.",261,46
23564,11,"Law, Crime, and Family Issues",0.85,"The bill focuses on providing services for birthparents who have placed a child for adoption, which falls under family issues.",269,46
23565,11,"Law, Crime, and Family Issues",0.85,"The bill pertains to providing services for birthparents who have placed a child for adoption, which falls under family issues.",266,46
23566,11,"Law, Crime, and Family Issues",0.89,,1625,18
23567,11,"Law, Crime, and Family Issues",0.90,,1537,18
23568,11,"Law, Crime, and Family Issues",0.94,,1656,18
23569,5,Labor and Employment,0.90,,233,6
23570,14,"Banking, Finance, and Domestic Commerce",0.85,,236,19
23571,14,"Banking, Finance, and Domestic Commerce",0.85,,243,19
23572,14,"Banking, Finance, and Domestic Commerce",0.85,,255,19
23573,14,"Banking, Finance, and Domestic Commerce",0.85,,250,19
23574,14,"Banking, Finance, and Domestic Commerce",0.85,,252,19
23575,5,Labor and Employment,0.85,"The bill focuses on amending tax treatment related to employee benefit associations, which falls under Labor and Employment issues.",254,46
23576,5,Labor and Employment,0.85,"The bill pertains to clarifying tax treatment for voluntary employee benefit associations, which falls under Labor and Employment issues.",263,47
23577,14,"Banking, Finance, and Domestic Commerce",0.85,"The bill focuses on amending tax laws related to employee benefit associations, which falls under Banking, Finance, and Domestic Commerce.",259,49
23578,14,"Banking, Finance, and Domestic Commerce",0.85,,1615,15
23579,14,"Banking, Finance, and Domestic Commerce",0.98,,1527,15
23580,14,"Banking, Finance, and Domestic Commerce",0.90,,1646,15
23581,5,Labor and Employment,0.85,,235,6
23582,5,Labor and Employment,0.85,,237,18
23583,5,Labor and Employment,0.85,,244,18
23584,14,"Banking, Finance, and Domestic Commerce",0.85,,256,18
23585,14,"Banking, Finance, and Domestic Commerce",0.85,,251,18
23586,5,Labor and Employment,0.85,,253,18
23587,5,Labor and Employment,0.85,"The bill pertains to the tax treatment of voluntary employee benefit associations, which directly relates to labor and employment issues.",255,45
23588,5,Labor and Employment,0.85,"The bill pertains to the tax treatment of voluntary employee benefit associations, which are related to labor and employment issues.",263,45
23589,5,Labor and Employment,0.85,"The bill pertains to the tax treatment of voluntary employee benefit associations, which is closely related to labor and employment issues.",260,46
23590,5,Labor and Employment,0.90,,1619,18
23591,14,"Banking, Finance, and Domestic Commerce",0.90,,1531,18
23592,1,Macroeconomics,0.93,,1650,18
23593,11,"Law, Crime, and Family Issues",0.90,,263,5
23594,11,"Law, Crime, and Family Issues",0.85,,266,19
23595,11,"Law, Crime, and Family Issues",0.85,,273,19
23596,11,"Law, Crime, and Family Issues",0.85,,285,19
23597,11,"Law, Crime, and Family Issues",0.85,,280,19
23598,11,"Law, Crime, and Family Issues",0.85,,282,19
23599,11,"Law, Crime, and Family Issues",0.85,"This bill pertains to family issues, specifically child support payments and court modifications.",284,40
23600,11,"Law, Crime, and Family Issues",0.90,"This bill falls under Law, Crime, and Family Issues as it pertains to child support payment modifications in State courts.",293,48
23601,11,"Law, Crime, and Family Issues",0.85,"This bill pertains to family issues, specifically child support payments and court modifications.",289,40
23602,11,"Law, Crime, and Family Issues",0.98,,1645,19
23603,11,"Law, Crime, and Family Issues",0.98,,1557,15
23604,11,"Law, Crime, and Family Issues",0.92,,1676,15
23605,11,"Law, Crime, and Family Issues",0.95,,265,6
23606,11,"Law, Crime, and Family Issues",0.95,,267,18
23607,11,"Law, Crime, and Family Issues",0.95,,274,18
23608,11,"Law, Crime, and Family Issues",0.95,,286,18
23609,11,"Law, Crime, and Family Issues",0.95,,281,18
23610,11,"Law, Crime, and Family Issues",0.95,,283,18
23611,11,"Law, Crime, and Family Issues",0.95,"The bill pertains to the jurisdiction and modification of child support orders, which falls under family law issues.",285,43
23612,11,"Law, Crime, and Family Issues",0.95,"The bill pertains to the modification of child support orders, which falls under family law issues.",293,41
23613,11,"Law, Crime, and Family Issues",0.95,"The bill pertains to the jurisdiction and modification of child support orders, which falls under family law issues.",290,43
23614,11,"Law, Crime, and Family Issues",0.95,,1649,18
23615,11,"Law, Crime, and Family Issues",0.95,,1561,18
23616,11,"Law, Crime, and Family Issues",0.95,,1680,18
23617,19,Government Operations,0.90,,231,6
23618,19,Government Operations,0.85,,234,19
23619,19,Government Operations,0.85,,241,19
23620,19,Government Operations,0.85,,253,19
23621,19,Government Operations,0.85,,248,19
23622,19,Government Operations,0.85,,250,19
23623,19,Government Operations,0.85,"This bill pertains to the relationship between two government agencies, the Office of Special Counsel and the Merit Systems Protection Board, falling under the category of Government Operations.",252,57
23624,19,Government Operations,0.85,"This bill pertains to the relationship between two government agencies, the Office of Special Counsel and the Merit Systems Protection Board, falling under the category of Government Operations.",261,57
23625,19,Government Operations,0.85,"The bill focuses on the relationship between two government agencies, indicating it falls under Government Operations.",257,42
23626,19,Government Operations,0.95,,1613,15
23627,19,Government Operations,0.95,,1525,15
23628,19,Government Operations,0.90,,1644,15
23629,19,Government Operations,0.95,,232,6
23630,19,Government Operations,0.95,,234,18
23631,19,Government Operations,0.95,,241,18
23632,19,Government Operations,0.95,,253,18
23633,19,Government Operations,0.95,,248,18
23634,19,Government Operations,0.95,,250,18
