BillID,Year,Major,MajorText,Party,PassH,PassS,Description,DW1,Chamber,Postal
100-S-86,1987,1,Macroeconomics,Democrat,0,0,"A bill to amend section 1105(c) of title 31, United States Code, to limit the amount of any increase in the public debt limit that the President may recommend for a fiscal year.",-0.287,Senate,OH
97-S-2982,1982,17,Foreign Trade,Republican,0,0,"A bill to temporarily suspend the duty on certain menthol feedstocks until June 30, 1986.",0.406,Senate,SC
92-S-3370,1972,11,"Law, Crime, and Family Issues",Republican,0,0,"A bill to improve judicial machinery by amending title 28, United States Code, to authorize the recall of retired commissioners of the U.S. Court of Claims for temporary assignments",0.018,Senate,PA
85-HR-12891,1958,4,Agriculture,Democrat,0,0,"To amend the peanut marketing-quota and price-support provision of the Agricultural Adjustment Act of 1938 and the Agricultural Act of 1949, and for other purposes",0.23,House,VA
91-HR-13954,1969,20,Public Lands and Water Management,Democrat,0,0,"To amend the act of August 22, 1949 (63 Stat. 623), so as to authorize the Board of Regents of the Smithsonian Institution to plan and construct museum support and depository facilities",-0.55,House,NJ
100-S-846,1987,8,Energy,Republican,0,0,A bill to promote the energy security of the United States by amending the Internal Revenue Code of 1986 to encourage the continued exploration for and production of domestic oil and natural gas resources.,0.479,Senate,OK
89-HR-17225,1966,7,Environment,Democrat,0,0,"To amend the Small Reclamation Projects Act of 1956, as amended",-0.2,House,CO
89-HR-13982,1966,15,Defense,Democrat,1,1,"To amend the act of August 14, 1964, to authorize payment of any amounts. authorized, under the act to the heirs or devisees of persons who would have been, eligible .ior payments under the authority of the act, and for other_purposes.",0.31,House,SC
104-HR-3466,1996,11,"Law, Crime, and Family Issues",Democrat,0,0,"To eliminate taxpayer subsidies for recreational shooting programs, and to prevent the transfer of federally owned weapons, ammunition, funds, and other property to a private Corporation for the Promotion of Rifle Practice and Firearms Safety.",-0.388,House,NY
86-S-2358,1959,9,Immigration,Democrat,0,0,"A bill to amend and revise the laws relating to immigration, naturalization, nationality, and citizenship, and for other purposes.",-0.443,Senate,MN
113-HR-4204,2014,5,Labor and Employment,Democrat,0,0,To amend the Internal Revenue Code of 1986 to provide a credit against tax for job training expenses of employers.,-0.4,House,NY
110-HR-3737,2007,16,"Space, Science, Technology, and Communications",Republican,0,0,To provide for National Science Foundation and National Aeronautics and Space Administration utilization of the Arecibo Observatory.,0.628024,House,PR
93-HR-17620,1974,19,Government Operations,Democrat,0,0,"A bill to amend title 39, United States Code, to provide that certain State conservation publications shall qualify for second class mail rates.",-0.501,House,MI
102-S-2498,1992,10,Transportation,Democrat,0,0,A bill to authorize a certificate of documentation for the vessel Liquid Gold.,-0.404,Senate,HI
85-S-1242,1957,16,"Space, Science, Technology, and Communications",Democrat,0,0,A bill to amend the National Science Foundation Act to authorize in certain cases the award of scholarships and graduate fellowships to individuals who are not citizens of the United States.,-0.325,Senate,WA
89-HR-7840,1965,20,Public Lands and Water Management,Democrat,0,0,To authorize the Secretary of the Army to conduct a complete investigation and study of water utilization and control of the Chesapeake Bay Basin,-0.22,House,MD
99-HR-4406,1986,11,"Law, Crime, and Family Issues",Republican,0,0,A bill to impose certain limitations on civil actions brought against local governments for negligence.,0.254,House,IL
111-S-1266,2009,10,Transportation,Democrat,0,0,"A bill to amend title 23, United States Code, to direct the Secretary of Transportation to require that broadband conduit be installed as part of certain highway construction projects, and for other purposes.",-0.27,Senate,MN
87-HR-12778,1962,5,Labor and Employment,Republican,0,0,"To amend the Internal Revenue Code of 1954 to provide for personal and corporate income tax reductions, to encourage the establishment of voluntary pension plans by self-employed individuals, to liberalize certain deductions and provide deductions for cer",0.021,House,NJ
92-HR-16797,1972,7,Environment,Democrat,0,0,"To provide for the participation of the United States in the International Exposition on the Environment, to .be held 1n Spokane, Wash., in 1974, and for other purposes",-0.3,House,WA
90-HR-3905,1967,12,Social Welfare,Republican,0,0,"To amend title II of the Social Security Act to increase from $1,500 to $2,400 (or $3,600 in the case of a widow with minor children) the amount of outside earnings permitted each year without deductions from benefits thereunder",0.175,House,NH
114-HR-3876,2015,2,"Civil Rights, Minority Issues, and Civil Liberties",Democrat,0,0,To protect consumer privacy during the development and use of autonomous vehicle technologies.,-0.386,House,NY
90-S-2574,1967,1,Macroeconomics,Democrat,0,0,A bill to amend the Internal Revenue Code of 1954 to provide more equitable treatment for U.S. export trade.,-0.07,Senate,FL
94-S-1115,1975,8,Energy,Republican,0,0,"A bill to amend the Federal Nonnuclear Energy Research and Development Act of 1974, so as to authorize research, development, and demonstration in the field of ground propulsion systems.",0.205,Senate,NM
86-HR-6302,1959,19,Government Operations,Republican,0,0,"To amend section 66 of the act entitled An act to provide for the organization of the Militia of the District of Columbia, and for other purposes, approved March 1, 1889 (District of Columbia Code, sec. 39-805), with respect to the compensation of certa",0.225,House,VA
96-S-868,1979,20,Public Lands and Water Management,Democrat,0,0,"A bill to transfer the control and jurisdiction of Ruby Lake National Wildlife Refuge, Nevada, to the State of Nevada.",-0.195,Senate,NV
92-HR-16608,1972,15,Defense,Democrat,0,0,"To amend title 37, United States Code, to provide special pay to certain nuclear trained and qualified enlisted members of the naval service who agree .to reenlist, and for other purposes",0.09,House,LA
90-HR-7677,1967,12,Social Welfare,Democrat,0,0,"To amend title II of the Social Security Act to provide successive annual increases in all benefits payable to individuals age 70 or over (leading to a maximum primary benefit of $200 a month and maximum derivative benefits in correspondingly increased amounts), and to liberalize the retirement test",0.016,House,AL
103-S-2227,1994,7,Environment,Democrat,0,0,"A bill to amend the Solid Waste Disposal Act to provide congressional authorization of State control over transportation of municipal solid waste, and for other purposes.",-0.426,Senate,NJ
89-S-2005,1965,13,Community Development and Housing Issues,Republican,0,0,A bill to amend the Consolidated Farmers Home Administration Act of 1961 in order to provide special loans to cattle farmers,0.288,Senate,IL
111-HR-4141,2009,14,"Banking, Finance, and Domestic Commerce",Democrat,0,0,To amend the Robert T. Stafford Disaster Relief and Emergency Assistance Act to allow certain individuals and households to be eligible for Federal assistance.,0.039,House,IN
99-S-2284,1986,4,Agriculture,Republican,0,0,"A bill to amend the Food Security Act of 1985 to require the Secretary of Agriculture to take certain actions to minimize the adverse effect of the milk production termination program on beef, pork, and lamb producers, and for other purposes.",0.457,Senate,OK
84-S-2015,1955,19,Government Operations,Republican,0,0,A bill to prohibit experiments upon living dogs in the District of Columbia and providing a penalty for violation thereof.,-0.023,Senate,ND
81-HR-8037,1950,1,Macroeconomics,Republican,0,0,To amend section 2801 (c) (1) of the Internal Revenue Code,0.16,House,CA
108-S-1364,2003,19,Government Operations,Republican,0,0,A bill to amend the Alaska National Interest Lands Conservation Act to authorize the payment of expenses after the death of certain Federal employees in the State of Alaska.,0.252,Senate,AK
104-HR-1565,1995,3,Health,Republican,1,0,"To amend title 38, United States Code, to extend through December 31, 1997, the period during which the Secretary of Veterans Affairs is authorized to provide priority health care to certain veterans exposed to Agent Orange, ionizing radiation, or environmental hazards.",0.435,House,AR
92-HR-13622,1972,12,Social Welfare,Democrat,0,0,To amend the Social Security Act to provide that public assistance recipients shall be entitled to use commissary facilities of the Armed Forces,-0.54,House,CA
108-S-1425,2003,7,Environment,Democrat,0,0,A bill to amend the Safe Drinking Water Act to reauthorize the New York City Watershed Protection Program.,-0.433,Senate,NY
96-HR-8099,1980,12,Social Welfare,Democrat,0,0,A bill to amend the Internal Revenue Code of 1954 to allow an individual to establish a tax-exempt trust fund for the support of a handicapped dependent.,-0.333,House,VA
86-S-1398,1959,19,Government Operations,Democrat,0,0,"A bill to provide that the Administrator of General Services shall preserve works of art owned by the United States, .restore such works of art which have deteriorated or become damaged,- provide high standards of architectural designand decoration for Fe",-0.645,Senate,PA
